CellID,sample,query_label,nearest_reference,distance,references_in_radius,strength,area_um2_cell,Fibroblast_program
PC1_cellid_000157287-1,PC1_A2,Fibroblast,PC1_cellid_000160129-1,20.4046677773441,97,1.37519846598764e-09,55.9545800210789,1.16846347831324
PC1_cellid_000157307-1,PC1_A2,Fibroblast,PC1_cellid_000157144-1,59.0965869751918,119,2.1611238854231e-26,64.0182193585407,0.364747625862911
PC1_cellid_000157328-1,PC1_A2,Fibroblast,PC1_cellid_000154582-1,22.960072613933,168,1.12153554377023e-10,236.173081168125,0.106377613521435
PC1_cellid_000157331-1,PC1_A2,Fibroblast,PC1_cellid_000157144-1,70.72385429598,41,1.92761609677312e-31,132.054216757055,0.956074539942869
PC1_cellid_000157343-1,PC1_A2,Fibroblast,PC1_cellid_000162138-1,12.5389724846429,55,3.5843314742357e-06,87.9088337373601,0.119171391432952
PC1_cellid_000157371-1,PC1_A2,Fibroblast,PC1_cellid_000160129-1,6.70947464802926,78,0.00121930452040315,99.9089968897638,-0.00743266799564665
PC1_cellid_000157408-1,PC1_A2,Fibroblast,PC1_cellid_000157144-1,40.0184006219527,91,4.27814114292319e-18,88.0462544774004,1.47617873660768
PC1_cellid_000157460-1,PC1_A2,Fibroblast,PC1_cellid_000153776-1,37.1364292652775,137,8.54116834130878e-17,52.0457650202055,0.638844151254849
PC1_cellid_000157497-1,PC1_A2,Fibroblast,PC1_cellid_000161135-1,6.08092214926099,197,0.00228685678623449,108.081599266329,0.659485891697813
PC1_cellid_000157547-1,PC1_A2,Fibroblast,PC1_cellid_000157144-1,36.5021733420453,82,1.40381017575648e-16,88.1275087024533,0.806779635214036
PC1_cellid_000157620-1,PC1_A2,Fibroblast,PC1_cellid_000161224-1,10.8290234021308,91,2.00756972791794e-05,23.9729919341594,-0.0151331768385689
PC1_cellid_000157651-1,PC1_A2,Fibroblast,PC1_cellid_000157934-1,7.63136285823547,49,0.000485603959385978,76.1003856228471,0.572822285745346
PC1_cellid_000157658-1,PC1_A2,Fibroblast,PC1_cellid_000161135-1,14.5613959219396,187,5.19504080029868e-07,55.9815399482799,0.96535350852454
PC1_cellid_000157662-1,PC1_A2,Fibroblast,PC1_cellid_000157108-1,30.8191069866116,200,4.33245998315188e-14,123.853156679551,0.622314539325386
